Section,BPD (mm),App GA,GE Table GA,delta days (GE),P5.0 median GA,delta days (P5.0)
FORM-6a AC GA,310,35w 0d,34w 6d,1,35w 1d,-1

FORM-6b AC %,75,14w 0d,70,56,56.4,14,13.6,App: mean×0.057 | P5.0: fixed 1.34cm
FORM-6b AC %,100,16w 0d,57,53,52.8,4,4.2,App: mean×0.057 | P5.0: fixed 1.34cm
FORM-6b AC %,127,18w 0d,64,59,57.5,5,6.5,App: mean×0.057 | P5.0: fixed 1.34cm
FORM-6b AC %,148,20w 0d,45,47,46.8,-2,-1.8,App: mean×0.057 | P5.0: fixed 1.34cm
FORM-6b AC %,168,22w 0d,31,35,35.7,-4,-4.7,App: mean×0.057 | P5.0: fixed 1.34cm
FORM-6b AC %,195,24w 0d,47,47,47.3,0,-0.3,App: mean×0.057 | P5.0: fixed 1.34cm
FORM-6b AC %,222,28w 0d,10,9,9.5,1,0.5,App: mean×0.057 | P5.0: fixed 1.34cm
FORM-6b AC %,242,30w 0d,11,9,8.7,2,2.3,App: mean×0.057 | P5.0: fixed 1.34cm
FORM-6b AC %,260,32w 0d,11,7,6.8,4,4.2,App: mean×0.057 | P5.0: fixed 1.34cm
FORM-6b AC %,278,34w 0d,11,6,5.8,5,5.2,App: mean×0.057 | P5.0: fixed 1.34cm
FORM-6b AC %,295,36w 0d,11,5,4.8,6,6.2,App: mean×0.057 | P5.0: fixed 1.34cm
FORM-6b AC %,310,38w 0d,10,3,3.3,7,6.7,App: mean×0.057 | P5.0: fixed 1.34cm

FORM-7a FL GA,11,out of range,13w 3d,—,13w 1d,—
FORM-7a FL GA,20,16w 0d,16w 0d,0,15w 6d,1
FORM-7a FL GA,30,19w 2d,19w 2d,0,19w 1d,1
FORM-7a FL GA,36,21w 3d,21w 3d,0,21w 1d,2
FORM-7a FL GA,42,23w 5d,23w 5d,0,23w 2d,3
FORM-7a FL GA,48,26w 1d,26w 1d,0,25w 4d,4
FORM-7a FL GA,55,29w 0d,29w 0d,0,28w 4d,3
FORM-7a FL GA,59,30w 5d,30w 6d,-1,30w 2d,3
FORM-7a FL GA,63,32w 4d,32w 4d,0,32w 1d,3
FORM-7a FL GA,67,34w 3d,34w 3d,0,34w 1d,2
FORM-7a FL GA,70,35w 6d,35w 6d,0,35w 5d,1
FORM-7a FL GA,73,37w 3d,37w 3d,0,37w 3d,0

FORM-7b FL %,11,14w 0d,1,16,15.7,-15,-14.7,App: mean×0.050 | P5.0: fixed 0.30cm
FORM-7b FL %,20,16w 0d,31,43,43.2,-12,-12.2,App: mean×0.050 | P5.0: fixed 0.30cm
FORM-7b FL %,30,18w 0d,99,86,86.1,13,12.9,App: mean×0.050 | P5.0: fixed 0.30cm
FORM-7b FL %,36,20w 0d,98,86,86.4,12,11.6,App: mean×0.050 | P5.0: fixed 0.30cm
FORM-7b FL %,42,22w 0d,97,88,88.6,9,8.4,App: mean×0.050 | P5.0: fixed 0.30cm
FORM-7b FL %,48,24w 0d,97,92,91.9,5,5.1,App: mean×0.050 | P5.0: fixed 0.30cm
FORM-7b FL %,55,28w 0d,67,66,65.5,1,1.5,App: mean×0.050 | P5.0: fixed 0.30cm
FORM-7b FL %,59,30w 0d,58,58,57.9,0,0.1,App: mean×0.050 | P5.0: fixed 0.30cm
FORM-7b FL %,63,32w 0d,54,54,53.7,0,0.3,App: mean×0.050 | P5.0: fixed 0.30cm
FORM-7b FL %,67,34w 0d,53,53,53,0,0,App: mean×0.050 | P5.0: fixed 0.30cm
FORM-7b FL %,70,36w 0d,44,42,42.6,2,1.4,App: mean×0.050 | P5.0: fixed 0.30cm
FORM-7b FL %,73,38w 0d,39,36,36.1,3,2.9,App: mean×0.050 | P5.0: fixed 0.30cm

FORM-8a OFD GA,40,15w 0d,15w 1d,-1,GE=Hansmann; App=Hadlock. Independent studies.
FORM-8a OFD GA,50,17w 2d,17w 4d,-2,GE=Hansmann; App=Hadlock. Independent studies.
FORM-8a OFD GA,60,19w 5d,20w 0d,-2,GE=Hansmann; App=Hadlock. Independent studies.
FORM-8a OFD GA,66,21w 1d,21w 2d,-1,GE=Hansmann; App=Hadlock. Independent studies.
FORM-8a OFD GA,72,22w 5d,22w 4d,1,GE=Hansmann; App=Hadlock. Independent studies.
FORM-8a OFD GA,78,24w 2d,24w 1d,1,GE=Hansmann; App=Hadlock. Independent studies.
FORM-8a OFD GA,84,25w 6d,25w 4d,2,GE=Hansmann; App=Hadlock. Independent studies.
FORM-8a OFD GA,91,27w 6d,27w 4d,2,GE=Hansmann; App=Hadlock. Independent studies.
FORM-8a OFD GA,97,29w 5d,29w 3d,2,GE=Hansmann; App=Hadlock. Independent studies.
FORM-8a OFD GA,100,30w 5d,30w 3d,2,GE=Hansmann; App=Hadlock. Independent studies.
FORM-8a OFD GA,105,32w 2d,32w 3d,-1,GE=Hansmann; App=Hadlock. Independent studies.
FORM-8a OFD GA,110,34w 1d,35w 0d,-6,GE=Hansmann; App=Hadlock. Independent studies.

FORM-8b OFD %,40,15w 1d,41,near 50th ✓,App: mean×0.043 CV (same as BPD)
FORM-8b OFD %,50,17w 4d,33,near 50th ✓,App: mean×0.043 CV (same as BPD)
FORM-8b OFD %,60,20w 0d,33,near 50th ✓,App: mean×0.043 CV (same as BPD)
FORM-8b OFD %,66,21w 2d,45,near 50th ✓,App: mean×0.043 CV (same as BPD)
FORM-8b OFD %,72,22w 4d,57,near 50th ✓,App: mean×0.043 CV (same as BPD)
FORM-8b OFD %,78,24w 1d,56,near 50th ✓,App: mean×0.043 CV (same as BPD)
FORM-8b OFD %,84,25w 4d,64,near 50th ✓,App: mean×0.043 CV (same as BPD)
FORM-8b OFD %,91,27w 4d,62,near 50th ✓,App: mean×0.043 CV (same as BPD)
FORM-8b OFD %,97,29w 3d,59,near 50th ✓,App: mean×0.043 CV (same as BPD)
FORM-8b OFD %,100,30w 3d,57,near 50th ✓,App: mean×0.043 CV (same as BPD)
FORM-8b OFD %,105,32w 3d,47,near 50th ✓,App: mean×0.043 CV (same as BPD)
FORM-8b OFD %,110,35w 0d,31,near 50th ✓,App: mean×0.043 CV (same as BPD)

FORM-11a EFW calc,16w 0d,38/136/110/28,203,203,0,Both use Hadlock 1985 4-param — should match exactly
FORM-11a EFW calc,18w 0d,44/158/127/30,256,256,0,Both use Hadlock 1985 4-param — should match exactly
FORM-11a EFW calc,20w 0d,50/175/148/36,367,367,0,Both use Hadlock 1985 4-param — should match exactly
FORM-11a EFW calc,22w 0d,55/197/168/42,516,516,0,Both use Hadlock 1985 4-param — should match exactly
FORM-11a EFW calc,24w 0d,60/213/188/46,674,674,0,Both use Hadlock 1985 4-param — should match exactly
FORM-11a EFW calc,26w 0d,65/230/205/50,854,854,0,Both use Hadlock 1985 4-param — should match exactly
FORM-11a EFW calc,28w 0d,70/252/222/55,1103,1103,0,Both use Hadlock 1985 4-param — should match exactly
FORM-11a EFW calc,30w 0d,75/268/240/59,1376,1376,0,Both use Hadlock 1985 4-param — should match exactly
FORM-11a EFW calc,32w 0d,80/293/260/63,1739,1739,0,Both use Hadlock 1985 4-param — should match exactly
FORM-11a EFW calc,34w 0d,84/305/278/67,2103,2103,0,Both use Hadlock 1985 4-param — should match exactly
FORM-11a EFW calc,36w 0d,89/325/295/70,2509,2509,0,Both use Hadlock 1985 4-param — should match exactly
FORM-11a EFW calc,38w 0d,93/338/310/73,2903,2903,0,Both use Hadlock 1985 4-param — should match exactly

FORM-11b EFW GA,16w 0d,203,17w 4d,17w 4d,0,App: Combs 1993 inverse quadratic | P5.0: Hadlock 1991 table
FORM-11b EFW GA,18w 0d,256,18w 5d,18w 5d,0,App: Combs 1993 inverse quadratic | P5.0: Hadlock 1991 table
FORM-11b EFW GA,20w 0d,367,20w 4d,20w 4d,0,App: Combs 1993 inverse quadratic | P5.0: Hadlock 1991 table
FORM-11b EFW GA,22w 0d,516,22w 3d,22w 3d,0,App: Combs 1993 inverse quadratic | P5.0: Hadlock 1991 table
FORM-11b EFW GA,24w 0d,674,24w 0d,24w 0d,0,App: Combs 1993 inverse quadratic | P5.0: Hadlock 1991 table
FORM-11b EFW GA,26w 0d,854,25w 4d,25w 4d,0,App: Combs 1993 inverse quadratic | P5.0: Hadlock 1991 table
FORM-11b EFW GA,28w 0d,1103,27w 2d,27w 2d,0,App: Combs 1993 inverse quadratic | P5.0: Hadlock 1991 table
FORM-11b EFW GA,30w 0d,1376,29w 0d,29w 0d,0,App: Combs 1993 inverse quadratic | P5.0: Hadlock 1991 table
FORM-11b EFW GA,32w 0d,1739,31w 0d,31w 0d,0,App: Combs 1993 inverse quadratic | P5.0: Hadlock 1991 table
FORM-11b EFW GA,34w 0d,2103,32w 5d,32w 5d,0,App: Combs 1993 inverse quadratic | P5.0: Hadlock 1991 table
FORM-11b EFW GA,36w 0d,2509,34w 4d,34w 4d,0,App: Combs 1993 inverse quadratic | P5.0: Hadlock 1991 table
FORM-11b EFW GA,38w 0d,2903,36w 3d,36w 3d,0,App: Combs 1993 inverse quadratic | P5.0: Hadlock 1991 table

FORM-11c EFW %,16w 0d,203,99,99.5,99,-0.5,0
FORM-11c EFW %,18w 0d,256,86,86.1,87,-0.1,-1
FORM-11c EFW %,20w 0d,367,79,79.4,79,-0.4,0
FORM-11c EFW %,22w 0d,516,73,72.7,73,0.3,0
FORM-11c EFW %,24w 0d,674,52,51.7,52,0.3,0
FORM-11c EFW %,26w 0d,854,30,30.1,31,-0.1,-1
FORM-11c EFW %,28w 0d,1103,23,23.3,25,-0.3,-2
FORM-11c EFW %,30w 0d,1376,16,16.2,19,-0.2,-3
FORM-11c EFW %,32w 0d,1739,18,18.1,20,-0.1,-2
FORM-11c EFW %,34w 0d,2103,17,16.7,19,0.3,-2
FORM-11c EFW %,36w 0d,2509,18,18.4,21,-0.4,-3
FORM-11c EFW %,38w 0d,2903,20,19.6,22,0.4,-2

FORM-15a TCD GA,11,out of range,12w 0d,—,App: Chang2000 | P5.0: Goldstein — independent
FORM-15a TCD GA,16,17w 1d,15w 0d,15,App: Chang2000 | P5.0: Goldstein — independent
FORM-15a TCD GA,20,19w 5d,20w 0d,-2,App: Chang2000 | P5.0: Goldstein — independent
FORM-15a TCD GA,24,22w 3d,23w 0d,-4,App: Chang2000 | P5.0: Goldstein — independent
FORM-15a TCD GA,26.5,24w 0d,24w 4d,-4,App: Chang2000 | P5.0: Goldstein — independent
FORM-15a TCD GA,32.7,28w 0d,28w 2d,-2,App: Chang2000 | P5.0: Goldstein — independent
FORM-15a TCD GA,38.9,32w 0d,31w 3d,4,App: Chang2000 | P5.0: Goldstein — independent
FORM-15a TCD GA,42,34w 0d,33w 0d,7,App: Chang2000 | P5.0: Goldstein — independent
FORM-15a TCD GA,45.1,36w 0d,34w 4d,10,App: Chang2000 | P5.0: Goldstein — independent
FORM-15a TCD GA,48,37w 6d,36w 0d,13,App: Chang2000 | P5.0: Goldstein — independent
FORM-15a TCD GA,51,39w 6d,37w 3d,17,App: Chang2000 | P5.0: Goldstein — independent
FORM-15a TCD GA,54,out of range,39w 0d,—,App: Chang2000 | P5.0: Goldstein — independent

FORM-15b TCD %,11,14w 0d,49,50,0,-1,49,App: abs 2.96mm | P5.0: Goldstein table
FORM-15b TCD %,16,17w 0d,54,54,2.3,0,51.7,App: abs 2.96mm | P5.0: Goldstein table
FORM-15b TCD %,20,20w 0d,45,46,50,-1,-5,App: abs 2.96mm | P5.0: Goldstein table
FORM-15b TCD %,24,22w 0d,58,58,74.8,0,-16.8,App: abs 2.96mm | P5.0: Goldstein table
FORM-15b TCD %,26.5,24w 0d,50,50,59.9,0,-9.9,App: abs 2.96mm | P5.0: Goldstein table
FORM-15b TCD %,32.7,28w 0d,50,50,61,0,-11,App: abs 2.96mm | P5.0: Goldstein table
FORM-15b TCD %,38.9,32w 0d,50,50,37.7,0,12.3,App: abs 2.96mm | P5.0: Goldstein table
FORM-15b TCD %,42,34w 0d,50,50,29.7,0,20.3,App: abs 2.96mm | P5.0: Goldstein table
FORM-15b TCD %,45.1,36w 0d,50,50,24.8,0,25.2,App: abs 2.96mm | P5.0: Goldstein table
FORM-15b TCD %,48,38w 0d,47,47,21.2,0,25.8,App: abs 2.96mm | P5.0: Goldstein table
FORM-15b TCD %,51,40w 0d,46,46,17,0,29,App: abs 2.96mm | P5.0: Goldstein table
FORM-15b TCD %,54,40w 0d,82,82,35.2,0,46.8,App: abs 2.96mm | P5.0: Goldstein table

